filename type galaxyID timeStep age(GYr) redshift(z) camera filter px(pixels) errpx(pixels) py(pixels) errpy(pixels) mag errmag rad(pixels) errrad(pixels) rad(kpc) errrad(kpc) sersicIndex(n) errsersicIndex(n) b/a errb/a angle(deg) errangle(deg) rff sky
string enum enum numeric numeric numeric enum enum
VELA28MRP_0.367709_0002969__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 367709 3.828 1.71739130435 5 F160W 51.4935 0.0373 51.8640 0.0418 24.1647 0.0143 4.4129 0.1115 2.27921604684 0.0575885674324 2.7111 0.1646 0.7454 0.0213 -40.0902 3.2972 0.219115443899 -6.647e-06
VELA28MRP_0.367709_0002969__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 367709 3.828 1.71739130435 6 F160W 51.7483 0.0609 51.7901 0.0438 24.1248 0.0178 6.8139 0.2471 3.51930708186 0.127624529261 3.0367 0.1620 0.4229 0.0126 -79.6861 1.0483 0.325199677148 -7.088e-06
VELA28MRP_0.367709_0002969__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 367709 3.828 1.71739130435 7 F160W 51.4380 0.0367 51.8963 0.0324 24.2176 0.0114 3.5441 0.1073 1.83049006132 0.0554193119776 2.6338 0.1808 0.7934 0.0237 53.2813 4.3966 0.186622321667 -3.264e-06
VELA28MRP_0.367709_0002969__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 367709 3.828 1.71739130435 8 F160W 51.4650 0.0393 51.8908 0.0351 24.2208 0.0119 3.3696 0.1090 1.74036266207 0.0562973439474 2.5844 0.1884 0.8767 0.0262 57.1654 7.8121 0.175676755399 -3.083e-06
VELA28MRP_0.370682_0002784__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 370682 3.874 1.69541778976 0 F160W 51.8795 0.0481 52.0227 0.0472 24.0884 0.0224 6.4049 0.2847 3.30914639349 0.147092691256 3.7355 0.2521 0.4573 0.0163 42.7959 1.2312 0.306274212176 -2.346e-05
VELA28MRP_0.370682_0002784__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 370682 3.874 1.69541778976 1 F160W 52.1116 0.0605 52.1093 0.0390 24.1299 0.0182 6.5900 0.2426 3.40477989244 0.125341365995 3.1901 0.1778 0.3730 0.0127 -69.0401 0.9653 0.302299119204 -1.414e-05
VELA28MRP_0.370682_0002784__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 370682 3.874 1.69541778976 5 F160W 52.1710 0.0359 52.0737 0.0374 24.1303 0.0168 4.1554 0.1188 2.1469229689 0.0613790366043 3.1740 0.2198 0.6965 0.0225 -43.5355 2.7772 0.176656972585 -8.953e-06
VELA28MRP_0.370682_0002784__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 370682 3.874 1.69541778976 6 F160W 52.1251 0.0539 51.9788 0.0403 24.1016 0.0246 6.5058 0.3104 3.36127724192 0.160370816178 3.7139 0.2569 0.4526 0.0155 -74.6234 1.2291 0.262245335693 -1.709e-05
VELA28MRP_0.370682_0002784__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 370682 3.874 1.69541778976 7 F160W 52.1107 0.0347 52.0268 0.0317 24.1721 0.0118 3.2489 0.1047 1.67857198673 0.0540941509467 2.9095 0.2123 0.8275 0.0255 53.1634 5.4237 0.155242047343 -7.334e-06
VELA28MRP_0.370682_0002784__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 370682 3.874 1.69541778976 8 F160W 52.1374 0.0418 52.0394 0.0393 24.1583 0.0128 3.2812 0.1126 1.69526005813 0.0581757535492 3.0824 0.2285 0.8593 0.0259 56.1857 6.8422 0.145301829331 -9.712e-06
VELA28MRP_0.373443_0002715__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 373443 3.904 1.68096514745 0 F160W 51.8930 0.0399 52.1110 0.0465 24.1061 0.0251 6.1218 0.2985 3.16342307895 0.154249042613 3.9608 0.2953 0.5060 0.0177 42.6232 1.4458 0.28333818356 -2.549e-05
VELA28MRP_0.373443_0002715__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 373443 3.904 1.68096514745 1 F160W 52.2058 0.0485 52.1575 0.0418 24.1937 0.0228 6.7247 0.2920 3.47496997272 0.150890185738 3.3543 0.2237 0.4264 0.0146 -52.5677 1.1114 0.28824126794 -1.155e-05
VELA28MRP_0.373443_0002715__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 373443 3.904 1.68096514745 5 F160W 52.0542 0.0366 52.1130 0.0372 24.1716 0.0181 4.3120 0.1328 2.2282139757 0.0686240296783 3.2807 0.2444 0.7563 0.0249 -38.4822 3.6425 0.22233314919 -9.585e-06
VELA28MRP_0.373443_0002715__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 373443 3.904 1.68096514745 6 F160W 52.0509 0.0561 52.1450 0.0388 24.1881 0.0234 6.4788 0.2954 3.34790183343 0.152647126257 3.4533 0.2318 0.4627 0.0160 -59.0564 1.2803 0.318566939439 -7.227e-06
VELA28MRP_0.373443_0002715__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 373443 3.904 1.68096514745 7 F160W 52.0220 0.0364 52.0969 0.0334 24.1991 0.0119 3.3028 0.1063 1.70671268992 0.0549302285753 2.9087 0.2055 0.8653 0.0267 53.5160 7.1899 0.150156409243 -3.248e-06
VELA28MRP_0.373443_0002715__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 373443 3.904 1.68096514745 8 F160W 52.0545 0.0455 52.0797 0.0487 24.1926 0.0123 3.3150 0.1074 1.7130170059 0.0554986505079 2.9344 0.2129 0.9075 0.0275 53.4542 11.0130 0.17089309348 -3.907e-06
VELA28MRP_0.376686_0001598__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 376686 3.964 1.6525198939 0 F160W 52.3638 0.0517 52.5436 0.0428 24.0135 0.0194 4.5714 0.1461 2.36280625663 0.0755142831723 3.9939 0.3145 0.5624 0.0202 86.6681 1.6965 0.198119780044 -2.499e-05
VELA28MRP_0.376686_0001598__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 376686 3.964 1.6525198939 1 F160W 52.6266 0.0465 52.5920 0.0719 24.0371 0.0241 8.6775 0.4242 4.48511425207 0.21925502342 3.5237 0.2037 0.3561 0.0096 -0.5231 0.8730 0.360696699485 -2.753e-05
VELA28MRP_0.376686_0001598__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 376686 3.964 1.6525198939 5 F160W 52.4314 0.0448 52.4284 0.0495 23.9471 0.0369 5.2126 0.3935 2.69422144055 0.203387203479 5.2047 0.4771 0.8290 0.0268 -15.7369 5.3387 0.259700745421 -4.342e-05
VELA28MRP_0.376686_0001598__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 376686 3.964 1.6525198939 6 F160W 52.4145 0.0500 52.4528 0.0662 24.0226 0.0445 8.5650 0.8045 4.42696670343 0.415819581192 4.8795 0.4410 0.5154 0.0184 -12.2237 1.5816 0.493333309807 -2.577e-05
VELA28MRP_0.376686_0001598__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 376686 3.964 1.6525198939 7 F160W 52.4459 0.0355 52.5661 0.0327 24.0006 0.0211 3.9176 0.1421 2.02487854727 0.073446814776 4.3952 0.3826 0.7421 0.0259 37.6789 3.5232 0.180415371173 -2.214e-05
VELA28MRP_0.376686_0001598__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 376686 3.964 1.6525198939 8 F160W 52.4171 0.0330 52.5379 0.0352 23.9731 0.0242 4.0278 0.1806 2.08183730158 0.0933461980897 4.7561 0.4301 0.7721 0.0268 42.4409 4.0865 0.179508204203 -2.885e-05
VELA28MRP_0.380139_0002726__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 380139 4.010 1.63157894737 0 F160W 52.8203 0.0474 52.9211 0.0413 23.9539 0.0174 4.8944 0.1605 2.5299505077 0.0829636025837 3.8617 0.2544 0.5607 0.0183 85.0645 1.6364 0.197370001367 -2.755e-05
VELA28MRP_0.380139_0002726__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 380139 4.010 1.63157894737 1 F160W 53.1979 0.0444 53.0441 0.0633 23.9263 0.0236 8.6180 0.4245 4.45470608764 0.219427098422 4.0058 0.2404 0.3471 0.0102 3.8724 0.7865 0.364220590739 -3.464e-05
VELA28MRP_0.380139_0002726__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 380139 4.010 1.63157894737 5 F160W 52.9460 0.0380 52.8643 0.0432 24.0182 0.0186 4.5326 0.1475 2.34293348954 0.076243809228 3.5723 0.2520 0.7698 0.0247 -39.7068 3.7237 0.247444699787 -2.265e-05
VELA28MRP_0.380139_0002726__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA28MRP 380139 4.010 1.63157894737 5 F160W 43.5390 0.1965 69.0670 0.2802 26.5761 0.0548 5.0711 0.3990 2.62128800662 0.206245965301 0.5843 0.2219 0.4680 0.0516 -0.7979 4.8158 0.94529879042 -2.265e-05
VELA28MRP_0.380139_0002726__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 380139 4.010 1.63157894737 6 F160W 52.9511 0.0475 53.0233 0.0599 23.9374 0.0383 7.7443 0.6236 4.00308428342 0.3223433182 4.9362 0.4160 0.5912 0.0197 -13.1959 1.9730 0.429062702742 -3.707e-05
VELA28MRP_0.380139_0002726__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 380139 4.010 1.63157894737 7 F160W 52.8563 0.0349 52.9449 0.0448 23.8898 0.0204 4.4938 0.1687 2.32287749091 0.0872022414695 4.4880 0.3327 0.6734 0.0227 24.2618 2.3282 0.189752011372 -3.647e-05
VELA28MRP_0.380139_0002726__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 380139 4.010 1.63157894737 8 F160W 52.8551 0.0357 52.9063 0.0411 23.9107 0.0178 4.3495 0.1398 2.24828778466 0.0722636239327 4.1389 0.2949 0.7344 0.0227 29.4886 3.0969 0.218951729801 -3.096e-05
VELA28MRP_0.382923_0001424__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 382923 4.055 1.61096605744 0 F160W 53.5173 0.0418 53.4676 0.0401 23.8714 0.0216 4.9378 0.2078 2.55237319711 0.107412845875 4.0963 0.2900 0.6818 0.0209 -89.1598 2.4089 0.211072856293 -3.985e-05
VELA28MRP_0.382923_0001424__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 382923 4.055 1.61096605744 1 F160W 53.3606 0.0379 53.8346 0.0637 24.0172 0.0127 6.8651 0.1879 3.54860408188 0.0971264376316 2.4051 0.1054 0.3899 0.0100 17.7695 0.8287 0.286064792132 -5.485e-06
VELA28MRP_0.382923_0001424__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 382923 4.055 1.61096605744 5 F160W 53.4460 0.0456 53.4646 0.0498 23.8824 0.0272 5.0908 0.2749 2.63145965245 0.142097167136 4.2176 0.3176 0.9248 0.0279 39.6618 12.2275 0.295081451063 -4.488e-05
VELA28MRP_0.382923_0001424__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 382923 4.055 1.61096605744 6 F160W 53.4410 0.0481 53.4910 0.0576 23.9396 0.0363 7.5896 0.5463 3.92310170862 0.282385166994 4.2273 0.3280 0.6525 0.0202 20.2531 2.2508 0.43124383383 -4.594e-05
VELA28MRP_0.382923_0001424__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 382923 4.055 1.61096605744 7 F160W 53.5078 0.0353 53.4463 0.0398 23.9181 0.0171 4.3131 0.1221 2.22946268307 0.0631140927878 3.6588 0.2472 0.7112 0.0210 15.5854 2.6331 0.17158913525 -2.673e-05
VELA28MRP_0.382923_0001424__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 382923 4.055 1.61096605744 8 F160W 53.5182 0.0397 53.4520 0.0465 23.9103 0.0179 4.4754 0.1448 2.31335635432 0.074847834854 3.6422 0.2346 0.7446 0.0215 -6.9136 3.0543 0.187694696924 -2.807e-05
VELA28MRP_0.385781_0002669__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 385781 4.101 1.59067357513 0 F160W 54.1706 0.0426 54.1795 0.0404 23.8936 0.0194 4.6484 0.1666 2.40257533891 0.0861089948072 3.9599 0.2737 0.6927 0.0211 -86.8401 2.3836 0.188812528566 -2.600e-05
VELA28MRP_0.385781_0002669__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 385781 4.101 1.59067357513 1 F160W 53.8063 0.0332 53.7669 0.0528 23.9998 0.0153 5.8106 0.1770 3.0032708597 0.0914843462237 3.1359 0.1703 0.4488 0.0137 31.8500 1.0667 0.212636353339 -1.488e-05
VELA28MRP_0.385781_0002669__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 385781 4.101 1.59067357513 5 F160W 54.0377 0.0332 54.1681 0.0325 23.9001 0.0224 4.3351 0.1797 2.24064287748 0.0928798701492 4.1991 0.3098 0.8822 0.0261 61.3890 7.4061 0.193666928567 -2.863e-05
VELA28MRP_0.385781_0002669__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 385781 4.101 1.59067357513 6 F160W 54.1563 0.0352 53.8818 0.0429 23.8917 0.0316 6.7017 0.4328 3.46384544117 0.223697316642 4.6252 0.3610 0.6245 0.0194 36.7795 2.0570 0.326177641921 -3.391e-05
VELA28MRP_0.385781_0002669__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 385781 4.101 1.59067357513 7 F160W 53.8437 0.0317 54.0759 0.0338 23.9062 0.0164 4.0134 0.1207 2.07436878607 0.0623850880746 3.8940 0.2719 0.6887 0.0217 40.1160 2.4093 0.143637559128 -2.008e-05
VELA28MRP_0.385781_0002669__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 385781 4.101 1.59067357513 8 F160W 53.8098 0.0369 54.1091 0.0406 23.9246 0.0143 4.0218 0.1098 2.07871041606 0.0567513063015 3.4509 0.2239 0.7314 0.0212 30.0894 2.8411 0.148598403624 -1.159e-05
VELA28MRP_0.389660_0002673__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 389660 4.162 1.5641025641 0 F160W 54.4879 0.0361 54.5874 0.0323 23.7843 0.0227 3.9754 0.1662 2.05423644335 0.0858816966555 5.4190 0.4428 0.6860 0.0225 88.7095 2.5441 0.129451790403 -3.777e-05
VELA28MRP_0.389660_0002673__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 389660 4.162 1.5641025641 1 F160W 54.1390 0.0354 54.6434 0.0467 23.9004 0.0133 5.7604 0.1572 2.97661206627 0.0812310632626 3.1823 0.1535 0.4555 0.0132 17.8324 1.0323 0.23581833445 -1.408e-05
VELA28MRP_0.389660_0002673__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 389660 4.162 1.5641025641 5 F160W 54.4450 0.0389 54.5511 0.0416 23.7713 0.0412 5.3474 0.4911 2.76319966724 0.253769562139 6.5025 0.6538 0.8711 0.0294 43.6069 7.0308 0.285336959089 -5.568e-05
VELA28MRP_0.389660_0002673__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 389660 4.162 1.5641025641 6 F160W 54.4643 0.0360 54.5287 0.0431 23.7209 0.0476 7.1712 0.7853 3.70562468746 0.405793600382 7.0824 0.7217 0.6180 0.0213 24.2520 1.9775 0.345565938635 -4.905e-05
VELA28MRP_0.389660_0002673__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 389660 4.162 1.5641025641 7 F160W 54.4116 0.0371 54.5578 0.0399 23.8151 0.0230 3.6797 0.1556 1.90143729954 0.0804042839927 5.2109 0.4349 0.8059 0.0256 -10.3581 4.5287 0.135414880459 -3.113e-05
VELA28MRP_0.389660_0002673__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits other VELA28MRP 389660 4.162 1.5641025641 8 F160W 42.7486 0.2331 38.1149 0.1663 26.6032 0.0580 4.6170 0.4335 2.38577493056 0.224005508425 1.1938 0.3198 0.3489 0.0604 -49.8621 4.5396 0.955940435213 -1.669e-05
VELA28MRP_0.389660_0002673__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 389660 4.162 1.5641025641 8 F160W 54.4050 0.0281 54.5537 0.0278 23.9202 0.0164 2.8716 0.1061 1.48386209456 0.0548258003318 4.2155 0.3289 0.9538 0.0286 11.2581 22.4945 0.113343000447 -1.669e-05
VELA28MRP_0.393351_0002901__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 393351 4.208 1.54452926209 0 F160W 55.0844 0.0305 54.9577 0.0283 23.5828 0.0184 2.7895 0.1041 1.44104512257 0.0537776652661 6.1218 0.4957 0.6813 0.0210 -85.1715 2.3763 0.0756490998667 -3.180e-05
VELA28MRP_0.393351_0002901__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 393351 4.208 1.54452926209 1 F160W 54.9936 0.0331 54.9781 0.0400 23.6847 0.0171 4.5425 0.1407 2.34663827542 0.0726850864836 5.1062 0.3549 0.4593 0.0149 7.4748 1.0735 0.14121909291 -2.702e-05
VELA28MRP_0.393351_0002901__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 393351 4.208 1.54452926209 5 F160W 55.0929 0.0273 54.9469 0.0262 23.6355 0.0231 3.0703 0.1234 1.58610533782 0.063747972083 6.3035 0.5618 0.8830 0.0263 25.8962 7.6359 0.102151481668 -3.024e-05
VELA28MRP_0.393351_0002901__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 393351 4.208 1.54452926209 6 F160W 55.0474 0.0292 54.9780 0.0340 23.6707 0.0285 4.3263 0.2466 2.23495017522 0.127392624924 6.5719 0.6004 0.6663 0.0214 17.7191 2.3255 0.147464892815 -2.881e-05
VELA28MRP_0.393351_0002901__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 393351 4.208 1.54452926209 7 F160W 55.0904 0.0294 54.9410 0.0281 23.6324 0.0149 2.4814 0.0902 1.28188183085 0.0465969779732 5.4625 0.4211 0.7719 0.0237 84.4901 3.5016 0.0652721488791 -1.895e-05
VELA28MRP_0.393351_0002901__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 393351 4.208 1.54452926209 8 F160W 55.0741 0.0312 54.9274 0.0306 23.6332 0.0148 2.5768 0.0907 1.3311651091 0.0468552760772 5.3571 0.4033 0.8126 0.0240 79.8079 4.1878 0.0650181390606 -1.714e-05
VELA28MRP_0.396460_0002685__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 396460 4.254 1.52525252525 0 F160W 55.4851 0.0296 55.5158 0.0286 23.6930 0.0176 3.1805 0.1141 1.64245643653 0.0589228987292 5.3995 0.4247 0.6906 0.0216 -85.6692 2.4613 0.109091756431 -3.492e-05
VELA28MRP_0.396460_0002685__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 396460 4.254 1.52525252525 1 F160W 55.4397 0.0378 55.6375 0.0470 23.7975 0.0140 5.5047 0.1458 2.8427071046 0.0752932395681 3.6059 0.2003 0.4587 0.0131 3.3629 0.9816 0.182377076158 -2.212e-05
VELA28MRP_0.396460_0002685__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 396460 4.254 1.52525252525 5 F160W 55.4978 0.0379 55.5422 0.0413 23.6973 0.0292 3.9764 0.2262 2.05347076693 0.116812968383 6.1405 0.5645 0.8994 0.0263 36.7915 8.9927 0.147437774468 -4.437e-05
VELA28MRP_0.396460_0002685__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 396460 4.254 1.52525252525 6 F160W 55.4362 0.0354 55.5691 0.0417 23.6588 0.0324 4.6548 0.3175 2.40380638917 0.163961615657 6.7577 0.6225 0.7226 0.0224 18.5738 2.8015 0.160651045292 -4.244e-05
VELA28MRP_0.396460_0002685__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 396460 4.254 1.52525252525 7 F160W 55.4744 0.0275 55.5190 0.0253 23.6886 0.0191 3.1834 0.1159 1.64395403869 0.0598524448967 5.5842 0.4407 0.7760 0.0231 76.6017 3.5091 0.0991739677938 -3.137e-05
VELA28MRP_0.396460_0002685__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 396460 4.254 1.52525252525 8 F160W 55.4817 0.0260 55.5126 0.0250 23.6935 0.0197 3.2097 0.1148 1.65753574103 0.0592843889054 5.5900 0.4431 0.8157 0.0240 78.5356 4.2661 0.0911038495494 -3.043e-05
VELA28MRP_0.400907_0002854__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 400907 4.331 1.49376558603 0 F160W 55.8585 0.0260 55.9420 0.0253 23.5850 0.0115 2.8150 0.0872 1.45260173177 0.0449971122594 4.7595 0.3120 0.7132 0.0197 88.6492 2.5087 0.0852518721104 -2.282e-05
VELA28MRP_0.400907_0002854__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 400907 4.331 1.49376558603 1 F160W 56.0401 0.0325 55.9859 0.0393 23.6433 0.0145 4.6809 0.1253 2.41544705017 0.0646575477764 4.6995 0.2840 0.4800 0.0141 -0.5797 1.0954 0.137749334699 -2.527e-05
VELA28MRP_0.403945_0002766__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 403945 4.378 1.47524752475 0 F160W 56.3434 0.0304 56.4635 0.0278 23.5426 0.0095 3.1052 0.0838 1.60145417384 0.0432184270797 3.8758 0.2192 0.6861 0.0172 85.8009 2.0575 0.0793883772854 -1.474e-05
VELA28MRP_0.403945_0002766__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 403945 4.378 1.47524752475 1 F160W 56.6068 0.0256 56.6349 0.0259 23.7360 0.0102 2.9284 0.0817 1.5102725759 0.0421353877376 3.4098 0.2045 1.0000 0.0268 88.4865 176721.0781 0.125291639622 -5.194e-06
VELA28MRP_0.403945_0002766__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 403945 4.378 1.47524752475 5 F160W 56.4225 0.0259 56.4456 0.0274 23.4956 0.0220 3.8438 0.1659 1.98237458245 0.0855601080254 5.8497 0.4198 0.8586 0.0224 19.1200 5.1973 0.122803173082 -4.871e-05
VELA28MRP_0.403945_0002766__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 403945 4.378 1.47524752475 6 F160W 56.4643 0.0275 56.6627 0.0257 23.4863 0.0226 4.2794 0.1862 2.20702788598 0.0960294883323 5.8645 0.4236 0.7118 0.0185 8.5717 2.3065 0.126854226457 -4.698e-05
VELA28MRP_0.407828_0002738__skipir_CAMERA0-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 407828 4.440 1.45098039216 0 F160W 56.9436 0.0250 57.0974 0.0237 23.4787 0.0135 3.2070 0.0943 1.65252305645 0.0485914949247 5.3334 0.3344 0.6372 0.0177 83.5024 1.7079 0.0719921983239 -3.307e-05
VELA28MRP_0.407828_0002738__skipir_CAMERA1-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 407828 4.440 1.45098039216 1 F160W 56.9875 0.0345 57.1507 0.0410 23.6103 0.0167 5.7042 0.1948 2.93929592099 0.100377764701 4.5913 0.2658 0.4643 0.0127 7.6586 0.9621 0.186319015823 -3.091e-05
VELA28MRP_0.407828_0002738__skipir_CAMERA5-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 407828 4.440 1.45098039216 5 F160W 57.0314 0.0261 57.0757 0.0259 23.4340 0.0290 3.9601 0.2412 2.04058514371 0.124287047464 7.3467 0.6422 0.9047 0.0241 -5.4613 8.3358 0.141301864245 -5.230e-05
VELA28MRP_0.407828_0002738__skipir_CAMERA6-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 407828 4.440 1.45098039216 6 F160W 56.9873 0.0274 57.0479 0.0279 23.4659 0.0370 5.3656 0.4610 2.76481999118 0.237546968826 7.5445 0.6843 0.8306 0.0234 6.7283 4.5779 0.214465419527 -6.014e-05
VELA28MRP_0.407828_0002738__skipir_CAMERA7-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 407828 4.440 1.45098039216 7 F160W 57.0592 0.0237 57.0096 0.0226 23.4815 0.0162 3.2785 0.1036 1.6893660245 0.0533836572026 5.6953 0.3844 0.7754 0.0210 26.0210 3.0802 0.0950123992305 -3.289e-05
VELA28MRP_0.407828_0002738__skipir_CAMERA8-BROADBAND_F160W_candelized_noise_single_multi.fits central VELA28MRP 407828 4.440 1.45098039216 8 F160W 57.0424 0.0261 57.0218 0.0232 23.4652 0.0185 3.4587 0.1165 1.78222060972 0.0600308500396 5.8356 0.4000 0.8344 0.0222 29.2644 4.2123 0.0945357724339 -3.764e-05
