sim	aexp	hid	difference_halo_gas	difference_stars_gas	difference_stars_halo	export_maxncellwside	export_ncells	export_ncellwside	export_ncellwside_actual	export_nstars	export_super_level	fake_halo	flag_bad_halo	halo_a[x]	halo_a[y]	halo_a[z]	halo_b_to_a	halo_c_to_a	halo_descid	halo_dr	halo_good	halo_id	halo_jx	halo_jy	halo_jz	halo_m200b	halo_m200c	halo_m2500c	halo_m500c	halo_mvir	halo_mvir_all	halo_norm_dr	halo_np	halo_rs	halo_rs_klypin	halo_rvir	halo_scale	halo_spin	halo_spin_bullock	halo_t/|u|	halo_vmax	halo_voff	halo_vrms	halo_vx	halo_vy	halo_vz	halo_x	halo_xoff	halo_y	halo_z	mass_gas	mass_metals	mass_sfr	log(mass_ssfr)[Gyr^-1]	mass_stars	mass_stars_middle	mass_stars_young	metal_modification	prefix	scale	sim_resolution_pc	sim_resolution_pchcm	sim_width_mpchcm
MW7	0.201	4997	28.175	22.857	10.076	2	1911000	4	2	126100	-2	0	1	-7.198	40.659	23.165	0.601	0.589	380	0.06	1	4997	49.07	1294	-7.551	1.091E+11	1.086E+11	9561000000	77830000000	1.109E+11	1.109E+11	3.369	26570	61.517	24.811	125.3	0.201	0	0	0.001	146.5	0	0	0	0	0	16.383	30.186	20.182	22.363	1.138E+15	117300000	5.091	-0.196558239	8005000000	560300000	50910000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.201_0004997_	0.201	43.735	152.6	40
MW7	0.21	380	36.55	12.659	28.586	2	2077000	4	2	140300	-2	0	1	-5.956	34.422	17.908	0.817	0.782	4963	0.071	1	380	-0.953	-40.54	3514	1.19E+11	1.185E+11	52860000000	93850000000	1.209E+11	1.209E+11	3.949	95730	12.844	12.163	128.8	0.21	0	0	0.001	169.1	0	0	0	0	0	16.417	8.762	20.214	22.325	1.138E+15	120600000	19.336	0.333235412	8977000000	1050000000	193400000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.210_0000380_	0.21	45.867	152.6	40
MW7	0.22	4963	1624	54.675	1614	2	2192000	4	2	168900	-2	0	1	-6.813	31.283	20.036	0.836	0.777	4176	0.07	1	4963	-261.8	-60.87	4599	1.274E+11	1.267E+11	55090000000	1.011E+11	1.298E+11	1.298E+11	3.913	85150	14.08	13.445	131.9	0.22	0	0	0.001	166.5	0	0	0	0	0	16.458	7.693	20.206	22.267	1.138E+15	131200000	12.093	0.083664689	9974000000	887800000	120900000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.220_0004963_	0.22	47.964	152.6	40
MW7	0.23	4176	30.391	16.669	14.213	2	2338000	4	2	193000	-2	0	1	-7.595	37.653	16.618	0.868	0.787	4864	0.07	1	4176	-446.5	1817	8022	1.445E+11	1.429E+11	57500000000	1.049E+11	1.498E+11	1.498E+11	3.956	118800	17.015	16.539	138.2	0.23	0	0	0.001	165.1	0	0	0	0	0	16.494	7.066	20.194	22.209	1.138E+15	138600000	25.599	0.308542359	12580000000	1551000000	256000000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.230_0004176_	0.23	50.187	152.6	40
MW7	0.241	4864	2136	2134	7.84	2	2627000	4	2	232900	-2	0	1	-4.301	44.141	5.755	0.885	0.809	4788	0.065	1	4864	-3389	7109	17290	1.769E+11	1.752E+11	64430000000	1.183E+11	1.816E+11	1.816E+11	3.768	139500	21.746	20.583	147.2	0.241	0	0	0.001	167.1	0	0	0	0	0	16.535	7.367	20.185	22.153	1.138E+15	150600000	22.888	0.156302929	15970000000	1579000000	228900000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.241_0004864_	0.241	52.448	152.6	40
MW7	0.251	4788	40.643	50.806	28.626	2	2557000	4	2	229800	-2	0	1	-8.288	44.667	1.327	0.887	0.788	4731	0.06	1	4788	-3885	16190	20290	2.009E+11	1.994E+11	76500000000	1.501E+11	2.041E+11	2.041E+11	3.484	156200	19.269	19.549	153	0.251	0	0	0.001	173.2	0	0	0	0	0	16.571	8.313	20.175	22.1	1.138E+15	157200000	3.889	-0.654191646	17540000000	1074000000	38890000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.251_0004788_	0.251	54.676	152.6	40
MW7	0.26	4731	29.624	35.294	29.502	2	2472000	4	2	241100	-2	0	1	-21.6	39.749	10.079	0.917	0.785	4497	0.068	1	4731	-5175	20310	21430	2.176E+11	2.152E+11	96970000000	1.697E+11	2.223E+11	2.223E+11	3.933	182200	15.452	14.955	157.3	0.26	0	0	0.001	186.3	0	0	0	0	0	16.609	12.106	20.163	22.055	1.138E+15	159100000	9.099	-0.316548023	18860000000	985600000	90990000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.260_0004731_	0.26	56.728	152.6	40
MW7	0.271	4497	39.892	31.6	12.66	2	2537000	4	2	255100	-2	0	1	-30.851	35.107	18	0.88	0.78	4748	0.063	1	4497	-19340	15450	15340	2.632E+11	2.595E+11	91150000000	1.836E+11	2.691E+11	2.691E+11	3.762	213000	25.903	27.135	167.4	0.271	0	0	0.001	175.3	0	0	0	0	0	16.657	17.463	20.156	22.008	1.138E+15	160300000	10.326	-0.289047816	20090000000	1121000000	103300000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.271_0004497_	0.271	58.973	152.6	40
MW7	0.28	4748	41.502	29.136	15.408	2	2685000	4	2	272600	-2	0	1	-32.86	38.782	12.546	0.906	0.819	5238	0.064	1	4748	-33160	9779	9259	2.986E+11	2.94E+11	94990000000	2.103E+11	3.046E+11	3.046E+11	3.835	234700	31.119	31.554	174.3	0.28	0	0	0.001	176.4	0	0	0	0	0	16.7	18.644	20.148	21.963	1.138E+15	169900000	12.186	-0.246577286	21500000000	1191000000	121900000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.280_0004748_	0.28	61.096	152.6	40
MW7	0.29	5238	41.308	40.78	14.112	2	3032000	4	2	327600	-2	0	1	41.473	-37.122	-8.483	0.908	0.816	4414	0.067	1	5238	-39410	109.3	21110	3.294E+11	3.238E+11	1.135E+11	2.298E+11	3.402E+11	3.402E+11	4.126	242600	28.558	26.933	180.7	0.29	0	0	0.001	185.8	0	0	0	0	0	16.743	17.135	20.137	21.917	1.138E+15	180000000	13.733	-0.260521885	25020000000	1320000000	137300000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.290_0005238_	0.29	63.265	152.6	40
MW7	0.301	4414	31.176	32.919	7.226	2	3170000	4	2	346200	-2	0	1	43.487	-31.452	-8.232	0.932	0.873	4113	0.059	1	4414	-52880	-5366	21770	3.628E+11	3.58E+11	1.439E+11	2.52E+11	3.679E+11	3.679E+11	3.796	289800	23.159	21.456	185.2	0.301	0	0	0.001	196.9	0	0	0	0	0	16.797	19.531	20.126	21.878	1.138E+15	189800000	19.375	-0.157739401	27860000000	1763000000	193800000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.301_0004414_	0.301	65.524	152.6	40
MW7	0.311	4113	3877	3872	20.058	2	3355000	4	2	362000	-2	0	1	50.563	-16.112	-21.877	0.914	0.871	4506	0.06	1	4113	-47360	-14510	28950	3.732E+11	3.669E+11	1.353E+11	2.822E+11	3.792E+11	3.792E+11	3.908	296300	23.953	25.012	186.9	0.311	0	0	0.001	190.2	0	0	0	0	0	16.833	24.78	20.12	21.833	1.138E+15	193600000	20.458	-0.152581857	29070000000	1125000000	204600000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.311_0004113_	0.311	67.694	152.6	40
MW7	0.32	4506	28.452	24.911	17.564	2	3761000	4	2	404700	-2	0	1	52.816	-5.326	-25.327	0.886	0.861	4511	0.055	1	4506	-38660	-23350	22350	3.888E+11	3.78E+11	1.439E+11	2.92E+11	4.024E+11	4.024E+11	3.701	346400	24.467	24.494	190.4	0.32	0	0	0.001	192.6	0	0	0	0	0	16.874	29.071	20.111	21.79	1.138E+15	190200000	4.169	-0.881711835	31750000000	1247000000	41690000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.320_0004506_	0.32	69.815	152.6	40
MW7	0.33	4511	9.227	37.438	29.508	2	4534000	4	2	839200	-2	0	1	53.943	5.46	-29.432	0.855	0.83	4436	0.052	1	4511	-31820	-34070	12500	4.133E+11	4.031E+11	1.474E+11	2.887E+11	4.204E+11	4.204E+11	3.592	400400	27.249	25.691	192.9	0.33	0	0	0.001	191.3	0	0	0	0	0	16.911	32.323	20.099	21.751	1.138E+15	181600000	8.456	-0.633817081	36390000000	810700000	84560000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.330_0004511_	0.33	36.006	76.294	40
MW7	0.34	4436	20.636	9.416	27.55	2	3887000	4	2	452700	-2	0	1	51.368	17.493	-35.914	0.832	0.786	4290	0.054	1	4436	-34790	-58130	1995	4.248E+11	4.117E+11	1.479E+11	2.964E+11	4.339E+11	4.339E+11	3.736	445200	28.991	23.985	194.7	0.34	0	0	0.001	193.6	0	0	0	0	0	16.947	31.737	20.089	21.714	1.138E+15	187500000	9.528	-0.599752036	37910000000	954800000	95280000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.340_0004436_	0.34	37.09	76.294	40
MW7	0.35	4290	23.218	41.13	30.188	2	4219000	4	2	508300	-2	0	1	52.274	23.033	-38.561	0.825	0.751	3948	0.057	1	4290	-35260	-84260	20330	4.675E+11	4.384E+11	1.533E+11	3.221E+11	4.818E+11	4.818E+11	4.028	478400	33.719	27.19	201.3	0.35	0	0	0.001	194.2	0	0	0	0	0	16.983	32.74	20.08	21.675	1.138E+15	198700000	11.144	-0.550873368	39620000000	1364000000	111400000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.350_0004290_	0.35	38.164	76.294	40
MW7	0.361	3948	5394	5404	13.541	2	4927000	4	2	983400	-2	0	1	53.354	28.276	-44.759	0.815	0.733	4324	0.052	1	3948	-36040	-122100	16780	5.699E+11	5.426E+11	1.827E+11	3.41E+11	5.824E+11	5.824E+11	3.91	550000	41.795	33.195	214	0.361	0	0	0.001	199	0	0	0	0	0	17.023	35.847	20.068	21.636	1.138E+15	214100000	39.773	-0.027572602	42380000000	2330000000	397700000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.361_0003948_	0.361	39.311	76.294	40
MW7	0.37	4324	2238	2229	10.408	2	4526000	4	2	587400	-2	0	1	55.428	29.057	-45.416	0.811	0.734	4402	0.05	1	4324	9554	-218800	51680	6.23E+11	5.964E+11	1.977E+11	3.894E+11	6.336E+11	6.336E+11	3.939	629300	41.661	33.53	219.8	0.37	0	0	0.001	202.7	0	0	0	0	0	17.056	34.815	20.053	21.601	1.138E+15	224200000	29.13	-0.20766496	46990000000	3421000000	291300000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.370_0004324_	0.37	40.371	76.294	40
MW7	0.39	4395	27.054	19.702	24.484	2	4619000	4	2	651900	-2	0	1	66.874	16.985	-52.628	0.739	0.637	4405	0.049	1	4395	-8676	-228000	52110	6.913E+11	6.418E+11	2.759E+11	4.729E+11	7.061E+11	7.061E+11	4.426	702500	27.818	27.492	227.1	0.39	0	0	0.001	214.2	0	0	0	0	0	17.122	36.904	20.037	21.531	1.138E+15	235000000	14.354	-0.587163511	55480000000	2344000000	143500000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.390_0004395_	0.39	42.549	76.294	40
MW7	0.4	4405	23.9	37.085	32.171	2	4663000	4	2	685500	-2	0	1	69.036	16.61	-49.492	0.72	0.604	4034	0.043	1	4405	46530	-242200	105200	7.272E+11	6.806E+11	3.138E+11	4.914E+11	7.375E+11	7.375E+11	4.52	797800	23.29	22.086	230	0.4	0	0	0.001	225.7	0	0	0	0	0	17.154	33.919	20.028	21.494	1.138E+15	239700000	12.948	-0.659678629	59140000000	2974000000	129500000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.400_0004405_	0.4	43.632	76.294	40
MW7	0.411	4034	25.985	37.784	19.674	2	4656000	4	2	730100	-2	0	1	67.483	13.034	-49.823	0.687	0.571	4051	0.029	1	4034	-49500	-158100	-3820	7.231E+11	6.853E+11	3.156E+11	5.036E+11	7.298E+11	7.298E+11	3.537	865700	21.918	22.514	228.7	0.411	0	0	0.001	221	0	0	0	0	0	17.183	31.158	20.014	21.466	1.138E+15	254000000	0	0	60800000000	1305000000	0	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.411_0004034_	0.411	44.816	76.294	40
MW7	0.42	4051	30.157	58.126	43.766	2	4565000	4	2	1046000	-2	0	1	68.788	6.393	-52.395	0.678	0.56	4027	0.004	1	4051	-98410	-142800	-59570	7.181E+11	6.789E+11	2.98E+11	5.166E+11	7.231E+11	7.231E+11	0.414	813300	22.975	19.855	227.6	0.42	0	0	0.001	224.3	0	0	0	0	0	17.202	33.387	20.011	21.444	1.138E+15	253100000	20.15	-0.497471569	63350000000	1719000000	201500000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.420_0004051_	0.42	45.784	76.294	40
MW7	0.421	4027	37.052	54.691	50.884	2	4622000	4	2	1174000	-2	0	1	69.122	6.217	-52.203	0.671	0.555	3911	0.031	1	4027	-109100	-136500	-68410	7.159E+11	6.777E+11	2.96E+11	5.214E+11	7.208E+11	7.208E+11	6.454	848900	22.562	19.721	227.3	0.421	0	0	0.001	224.1	0	0	0	0	0	17.204	33.786	20.012	21.441	1.138E+15	258900000	0.018	-3.54873055	63680000000	1592000000	175900	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.421_0004027_	0.421	45.901	76.294	40
MW7	0.441	2967	42.286	39.346	15.029	2	4128000	4	2	765000	-2	0	1	68.061	-3.04	-47.486	0.627	0.535	3567	0.028	1	2967	-175500	-38350	-166600	6.76E+11	6.44E+11	3.069E+11	5.126E+11	6.775E+11	6.775E+11	9.758	968900	18.671	16.362	221.7	0.441	0	0	0.001	223.5	0	0	0	0	0	17.252	36.835	19.999	21.396	1.138E+15	262300000	0	0	67670000000	948600000	0	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.441_0002967_	0.441	48.105	76.294	40
MW7	0.451	3567	27.425	32.957	17.362	2	3917000	4	2	778400	-2	0	1	69.044	-5.47	-45.698	0.618	0.523	3482	0.027	1	3567	-179000	-22490	-134600	6.482E+11	6.128E+11	3.047E+11	4.937E+11	6.486E+11	6.486E+11	10.774	919300	15.783	13.935	218	0.451	0	0	0.001	226.5	0	0	0	0	0	17.272	38.664	19.995	21.376	1.138E+15	262800000	0.018	-3.581114914	68610000000	1083000000	180200	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.451_0003567_	0.451	49.118	76.294	40
MW7	0.46	3482	23.463	33.18	10.783	2	3693000	4	2	790500	-2	0	1	66.634	-6.582	-42.022	0.607	0.51	3349	0.025	1	3482	-178400	-47020	-120200	6.147E+11	5.81E+11	3.016E+11	4.768E+11	6.142E+11	6.142E+11	13.073	975200	13.747	11.696	213.6	0.46	0	0	0.001	229.8	0	0	0	0	0	17.291	38.54	19.99	21.357	1.138E+15	266600000	0	0	69550000000	1093000000	0	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.460_0003482_	0.46	50.139	76.294	40
MW7	0.471	3349	14.866	32.855	31.715	2	3362000	4	2	797500	-2	0	1	66.17	-9.761	-39.435	0.575	0.488	3199	0.023	1	3349	-188700	7772	-127400	5.768E+11	5.504E+11	2.905E+11	4.466E+11	5.756E+11	5.756E+11	18.59	959700	11.686	10.494	208.5	0.471	0	0	0	227.9	0	0	0	0	0	17.308	39.911	19.987	21.339	1.138E+15	268200000	0	0	70210000000	926800000	0	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.471_0003349_	0.471	51.298	76.294	40
MW7	0.48	3199	10.978	40.169	48.006	2	3043000	4	2	811700	-2	0	1	64.619	-11.491	-39.668	0.565	0.495	3184	0.022	1	3199	-163400	43760	-101000	5.558E+11	5.278E+11	2.858E+11	4.198E+11	5.539E+11	5.539E+11	20.569	946000	10.267	9.418	205.4	0.48	0	0	0	229	0	0	0	0	0	17.326	40.819	19.987	21.325	1.138E+15	263900000	0.02	-3.54863506	70740000000	529100000	204900	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.480_0003199_	0.48	52.368	76.294	40
MW7	0.49	3184	28.49	41.366	48.791	2	2901000	4	2	826800	-2	0	1	62.312	-12.157	-39.186	0.566	0.508	3178	0.02	1	3184	-125100	393.5	-49370	5.314E+11	4.971E+11	2.806E+11	3.998E+11	5.282E+11	5.282E+11	19830	958000	9.261	8.687	201.7	0.49	0	0	0	227.5	0	0	0	0	0	17.343	39.168	19.985	21.311	1.138E+15	263100000	0.376	-2.27515201	70850000000	460800000	3762000	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.490_0003184_	0.49	53.444	76.294	40
MW7	0.5	3178	33.862	73.506	43.187	2	3790000	4	2	844200	-2	0	1	58.216	-12.841	-37.588	0.57	0.535	-1			3178	-128400	21740	-73180	5.012E+11	4.684E+11	2.745E+11	3.858E+11	4.971E+11	4.971E+11		916700	7.849	7.534	197.2	0.5	0	0	0	229	0	0	0	0	0	17.358	36.265	19.985	21.298	1.138E+15	264400000	0	0	71090000000	470800000	0	None	/u/cmoody3/data2/export_sunrise_fits/MW7/MW7_a0.500_0003178_	0.5	54.52	76.294	40
MW8	0.11	226	414.2	73.798	452.4	2	635100	4	2	1722	-2	0	1	-4.732	8.473	-5.745	0.792	0.668	1852	0.091	0	226	26.02	-2.99	-19	5038000000	5037000000	534900000	3384000000	5193000000	5193000000	3.047	1200	17.346	10.16	45.298	0.11	0	0	0.001	70.06	0	0	0	0	0	21.123	10.004	16.867	17.638	1.138E+15	8296000	3.8	1.465172612	130200000	97970000	38000000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.110_0000226_	0.11	47.959	305.2	40
MW8	0.12	1855	1055	42.325	1096	2	810900	4	2	4332	-2	0	1	-3.189	11.747	-2.156	0.824	0.803	2491	1.099	0	1855	35.85	9.053	-25.16	8334000000	8323000000	2551000000	6320000000	8792000000	8792000000	36.667	2234	15.184	8.566	53.978	0.12	0	0	0.001	83.93	0	0	0	0	0	21.093	7.646	16.935	17.69	1.138E+15	15260000	1.044	0.539845531	301200000	192800000	10440000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.120_0001855_	0.12	52.503	305.2	40
MW8	0.13	1372	131.6	32.347	139.7	2	1062000	4	2	14750	-2	0	1	15.172	1.114	-14.493	0.687	0.616	3430	0.104	1	1372	55.84	39.04	61.46	10280000000	10270000000	1807000000	5549000000	10630000000	10630000000	3.473	3060	27.805	15.892	57.498	0.13	0	0	0.001	79.96	0	0	0	0	0	22.173	8.056	16.898	17.487	1.138E+15	23740000	3.624	0.906458493	449500000	206400000	36240000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.130_0001372_	0.13	56.834	305.2	40
MW8	0.14	3430	44.365	52.351	40.981	2	1060000	4	2	19210	-2	0	1	18.338	1.64	-14.099	0.7	0.616	1696	0.097	0	3430	95.59	50.34	87.91	14400000000	14380000000	6261000000	12010000000	14680000000	14680000000	3.383	8277	8.867	6.883	64.013	0.14	0	0	0.001	99.44	0	0	0	0	0	22.121	3.661	16.965	17.549	1.138E+15	33600000	5.371	0.868819534	726500000	306200000	53710000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.140_0003430_	0.14	61.21	305.2	40
MW8	0.15	1696	72.355	1060	1020	2	1055000	4	2	26760	-2	0	1	17.682	-3.834	-10.743	0.828	0.682	1655	0.097	0	1696	356.8	-104.4	471.3	22140000000	21970000000	6696000000	15780000000	25870000000	25870000000	3.392	8588	17.149	20.878	77.284	0.15	0	0	0.001	100.3	0	0	0	0	0	22.076	13.648	17.026	17.608	1.138E+15	45930000	12.258	0.768273331	2090000000	794200000	122600000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.150_0001696_	0.15	65.606	305.2	40
MW8	0.161	1655	1140	1120	32.189	2	1219000	4	2	39900	-2	0	1	19.396	7.776	-12.683	0.864	0.656	1886	0.087	1	1655	797.7	-283.3	1135	42370000000	42250000000	8056000000	28800000000	43680000000	43680000000	3.024	15170	31.976	22.639	91.998	0.161	0	0	0.001	116.8	0	0	0	0	0	22.027	8.713	17.088	17.665	1.138E+15	56170000	16.449	0.726602871	3087000000	794100000	164500000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.161_0001655_	0.161	69.974	305.2	40
MW8	0.17	1886	10.106	32.754	29.647	2	1364000	4	2	60410	-2	0	1	18.188	10.63	-17.025	0.823	0.693	1943	0.067	1	1886	918	-634.7	1575	52940000000	52820000000	18090000000	40130000000	54010000000	54010000000	2.393	21290	15.958	17.241	98.708	0.17	0	0	0.001	127.4	0	0	0	0	0	21.972	9.813	17.126	17.719	1.138E+15	59160000	15.496	0.586858683	4012000000	995500000	155000000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.170_0001886_	0.17	37.079	152.6	40
MW8	0.18	1943	2047	21.186	2045	2	1380000	4	2	81170	-2	0	1	30.31	-4.845	-14.198	0.857	0.632	1859	0.084	1	1943	918.5	-1519	1986	62920000000	62830000000	27150000000	52290000000	63690000000	63690000000	3.042	18030	16.475	11.844	104.2	0.18	0	0	0.001	141.5	0	0	0	0	0	21.953	11.567	17.173	17.763	1.138E+15	62840000	22.212	0.622803728	5294000000	1280000000	222100000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.180_0001943_	0.18	39.342	152.6	40
MW8	0.19	1859	30.826	940.6	943.3	2	1418000	4	2	94820	-2	0	1	30.677	7.355	-18.635	0.783	0.641	1978	0.085	0	1859	940.4	-935.7	1722	72910000000	72660000000	29630000000	58210000000	74280000000	74280000000	3.164	57170	13.605	13.791	109.7	0.19	0	0	0.001	142.2	0	0	0	0	0	21.901	8.11	17.215	17.813	1.138E+15	67100000	10.352	0.212798026	6342000000	837500000	103500000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.190_0001859_	0.19	41.422	152.6	40
MW8	0.2	1979	2649	584.4	2220	2	1515000	4	2	108900	-2	0	1	-4.454	11.62	3.452	0.932	0.814	1742	0.077	1	1979	1567	-1487	2119	81510000000	81240000000	29540000000	62760000000	82870000000	82870000000	2.864	7956	20.249	17.392	113.7	0.2	0	0	0.001	138.5	0	0	0	0	0	21.854	8.418	17.266	17.863	1.138E+15	69160000	8.645	0.098419729	6892000000	621500000	86450000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.200_0001979_	0.2	43.678	152.6	40
MW8	0.21	1742	59.088	82.168	31.299	2	1535000	4	2	128200	-2	0	1	32.917	12.547	-20.643	0.741	0.666	1758	0.077	1	1742	2739	-3967	1794	92440000000	91870000000	33830000000	63970000000	94920000000	94920000000	2.927	81900	17.955	17.743	118.9	0.21	0	0	0.001	142.1	0	0	0	0	0	21.809	8.664	17.296	17.917	1.138E+15	77010000	8.75	0.074658436	7368000000	533100000	87500000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.210_0001742_	0.21	45.829	152.6	40
MW8	0.22	1758	5.688	32.978	38.296	2	1567000	4	2	146200	-2	0	1	31.956	13.325	-18.341	0.789	0.711	1993	0.08	1	1758	3163	-4146	1741	98020000000	97440000000	36730000000	66970000000	1.002E+11	1.002E+11	3.147	80640	15.981	15.444	120.9	0.22	0	0	0.001	145.6	0	0	0	0	0	21.766	7.408	17.334	17.967	1.138E+15	80190000	12.715	0.200358656	8016000000	631300000	127200000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.220_0001758_	0.22	48.005	152.6	40
MW8	0.231	1993	1385	43.12	1385	2	1757000	4	2	175200	-2	0	1	14.595	10.374	-3.993	0.896	0.834	1942	0.073	1	1993	1756	-6045	-1634	1.135E+11	1.115E+11	39550000000	76720000000	1.207E+11	1.207E+11	2.961	23540	21.115	20.106	128.6	0.231	0	0	0.001	146	0	0	0	0	0	21.718	10.71	17.374	18.019	1.138E+15	84280000	10.861	-0.066220712	12650000000	729300000	108600000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.231_0001993_	0.231	50.25	152.6	40
MW8	0.241	1942	21.154	9.294	13.219	2	2171000	4	2	177200	-2	0	1	36.427	11.468	-18.803	0.793	0.744	2070	0.077	1	1942	747.2	-7148	-3883	1.566E+11	1.551E+11	51290000000	92690000000	1.606E+11	1.606E+11	3.236	93290	25.183	22.976	141.3	0.241	0	0	0.001	156.2	0	0	0	0	0	21.673	20.014	17.412	18.061	1.138E+15	90630000	3.58	-0.574516242	13440000000	574800000	35800000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.241_0001942_	0.241	52.461	152.6	40
MW8	0.251	2070	36.807	41.48	20.071	2	2074000	4	2	186000	-2	0	1	39.63	7.253	-16.931	0.774	0.69	1805	0.08	1	2070	-629.9	-10850	-2248	1.759E+11	1.745E+11	68920000000	1.413E+11	1.792E+11	1.792E+11	3.525	95900	17.828	16.437	146.5	0.251	0	0	0.001	170.4	0	0	0	0	0	21.628	15.429	17.456	18.105	1.138E+15	92980000	11.393	-0.095955981	14210000000	646300000	113900000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.251_0002070_	0.251	54.606	152.6	40
MW8	0.26	1805	38.63	44.544	19.808	2	2069000	4	2	210000	-2	0	1	43.222	1.629	-20.885	0.76	0.656	1869	0.07	1	1805	-3224	-21570	-277.3	1.986E+11	1.971E+11	1.075E+11	1.623E+11	2.014E+11	2.014E+11	3.291	147400	12.634	10.884	152.2	0.26	0	0	0	193.1	0	0	0	0	0	21.583	10.562	17.503	18.151	1.138E+15	107000000	21.679	0.105590324	17000000000	2797000000	216800000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.260_0001805_	0.26	56.734	152.6	40
MW8	0.271	1869	59.862	43.035	18.514	2	2154000	4	2	238800	-2	0	1	42.477	0.338	-21.712	0.793	0.692	2086	0.066	1	1869	-10120	-22920	1934	2.188E+11	2.172E+11	92160000000	1.823E+11	2.214E+11	2.214E+11	3.239	180800	15.668	17.545	156.9	0.271	0	0	0.001	176.1	0	0	0	0	0	21.549	11.724	17.544	18.197	1.138E+15	109700000	2.521	-0.858259853	18190000000	962300000	25210000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.271_0001869_	0.271	59.009	152.6	40
MW8	0.28	2086	25.099	43.22	18.919	2	2108000	4	2	263500	-2	0	1	45.18	0.581	-23.493	0.792	0.676	2088	0.068	1	2086	-10520	-30110	2773	2.435E+11	2.397E+11	87830000000	1.93E+11	2.54E+11	2.54E+11	3.522	202600	19.806	20.714	164.1	0.28	0	0	0.001	176.9	0	0	0	0	0	21.514	19.632	17.586	18.234	1.138E+15	113300000	2.533	-0.909176636	20550000000	615000000	25330000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.280_0002086_	0.28	61.097	152.6	40
MW8	0.29	2088	3087	3078	23.551	2	2082000	4	2	275800	-2	0	1	49.257	2.796	-24.414	0.772	0.676	1951	0.07	0	2088	-19980	-49040	4258	2.895E+11	2.864E+11	99020000000	2.147E+11	2.932E+11	2.932E+11	3.868	213600	24.877	23.792	171.9	0.29	0	0	0.001	179.3	0	0	0	0	0	21.478	22.238	17.625	18.276	1.138E+15	112100000	10.637	-0.310440381	21740000000	804100000	106400000	None	/u/cmoody3/data2/export_sunrise_fits/MW8/MW8_a0.290_0002088_	0.29	63.253	152.6	40
